,State,Year,Quarter,Pincode,Reg_Users
1388,Chhattisgarh,2022,3,495450,88925
1389,Chhattisgarh,2022,3,494001,88104
1390,Chhattisgarh,2022,4,492001,286884
1391,Chhattisgarh,2022,4,495001,230659
1392,Chhattisgarh,2022,4,497001,167148
1393,Chhattisgarh,2022,4,491001,139295
1394,Chhattisgarh,2022,4,491441,124619
1395,Chhattisgarh,2022,4,496005,115217
1396,Chhattisgarh,2022,4,492009,107033
1397,Chhattisgarh,2022,4,490023,106532
1398,Chhattisgarh,2022,4,495450,93326
1399,Chhattisgarh,2022,4,494001,92244
1400,Dadara & Nagar Havelli & Daman & Diu,2018,1,396230,26888
1401,Dadara & Nagar Havelli & Daman & Diu,2018,1,396210,12153
1402,Dadara & Nagar Havelli & Daman & Diu,2018,1,396215,6390
1403,Dadara & Nagar Havelli & Daman & Diu,2018,1,396235,5140
1404,Dadara & Nagar Havelli & Daman & Diu,2018,1,362520,1330
1405,Dadara & Nagar Havelli & Daman & Diu,2018,1,362571,767
1406,Dadara & Nagar Havelli & Daman & Diu,2018,1,362540,365
1407,Dadara & Nagar Havelli & Daman & Diu,2018,1,396220,134
1408,Dadara & Nagar Havelli & Daman & Diu,2018,1,362570,91
1409,Dadara & Nagar Havelli & Daman & Diu,2018,2,396230,36053
1410,Dadara & Nagar Havelli & Daman & Diu,2018,2,396210,16275
1411,Dadara & Nagar Havelli & Daman & Diu,2018,2,396215,8687
1412,Dadara & Nagar Havelli & Daman & Diu,2018,2,396235,7032
1413,Dadara & Nagar Havelli & Daman & Diu,2018,2,362520,1728
1414,Dadara & Nagar Havelli & Daman & Diu,2018,2,362571,930
1415,Dadara & Nagar Havelli & Daman & Diu,2018,2,362540,463
1416,Dadara & Nagar Havelli & Daman & Diu,2018,2,396220,182
1417,Dadara & Nagar Havelli & Daman & Diu,2018,2,362570,108
1418,Dadara & Nagar Havelli & Daman & Diu,2018,3,396230,46381
1419,Dadara & Nagar Havelli & Daman & Diu,2018,3,396210,20999
1420,Dadara & Nagar Havelli & Daman & Diu,2018,3,396215,11408
1421,Dadara & Nagar Havelli & Daman & Diu,2018,3,396235,9245
1422,Dadara & Nagar Havelli & Daman & Diu,2018,3,362520,2056
1423,Dadara & Nagar Havelli & Daman & Diu,2018,3,362571,1076
1424,Dadara & Nagar Havelli & Daman & Diu,2018,3,362540,573
1425,Dadara & Nagar Havelli & Daman & Diu,2018,3,396220,244
1426,Dadara & Nagar Havelli & Daman & Diu,2018,3,362570,125
1427,Dadara & Nagar Havelli & Daman & Diu,2018,4,396230,58055
1428,Dadara & Nagar Havelli & Daman & Diu,2018,4,396210,27039
1429,Dadara & Nagar Havelli & Daman & Diu,2018,4,396215,14722
1430,Dadara & Nagar Havelli & Daman & Diu,2018,4,396235,11778
1431,Dadara & Nagar Havelli & Daman & Diu,2018,4,362520,2456
1432,Dadara & Nagar Havelli & Daman & Diu,2018,4,362571,1336
1433,Dadara & Nagar Havelli & Daman & Diu,2018,4,362540,686
1434,Dadara & Nagar Havelli & Daman & Diu,2018,4,396220,308
1435,Dadara & Nagar Havelli & Daman & Diu,2018,4,362570,131
1436,Dadara & Nagar Havelli & Daman & Diu,2019,1,396230,69568
1437,Dadara & Nagar Havelli & Daman & Diu,2019,1,396210,32703
1438,Dadara & Nagar Havelli & Daman & Diu,2019,1,396215,18018
1439,Dadara & Nagar Havelli & Daman & Diu,2019,1,396235,14419
1440,Dadara & Nagar Havelli & Daman & Diu,2019,1,362520,2879
1441,Dadara & Nagar Havelli & Daman & Diu,2019,1,362571,1582
1442,Dadara & Nagar Havelli & Daman & Diu,2019,1,362540,842
1443,Dadara & Nagar Havelli & Daman & Diu,2019,1,396220,372
1444,Dadara & Nagar Havelli & Daman & Diu,2019,1,362570,149
1445,Dadara & Nagar Havelli & Daman & Diu,2019,2,396230,78132
1446,Dadara & Nagar Havelli & Daman & Diu,2019,2,396210,37160
1447,Dadara & Nagar Havelli & Daman & Diu,2019,2,396215,20428
1448,Dadara & Nagar Havelli & Daman & Diu,2019,2,396235,16250
1449,Dadara & Nagar Havelli & Daman & Diu,2019,2,362520,3291
1450,Dadara & Nagar Havelli & Daman & Diu,2019,2,362571,1785
1451,Dadara & Nagar Havelli & Daman & Diu,2019,2,362540,947
1452,Dadara & Nagar Havelli & Daman & Diu,2019,2,396220,417
1453,Dadara & Nagar Havelli & Daman & Diu,2019,2,362570,170
1454,Dadara & Nagar Havelli & Daman & Diu,2019,3,396230,87039
1455,Dadara & Nagar Havelli & Daman & Diu,2019,3,396210,41395
1456,Dadara & Nagar Havelli & Daman & Diu,2019,3,396215,22996
1457,Dadara & Nagar Havelli & Daman & Diu,2019,3,396235,18290
1458,Dadara & Nagar Havelli & Daman & Diu,2019,3,362520,3618
1459,Dadara & Nagar Havelli & Daman & Diu,2019,3,362571,1908
1460,Dadara & Nagar Havelli & Daman & Diu,2019,3,362540,1044
1461,Dadara & Nagar Havelli & Daman & Diu,2019,3,396220,463
1462,Dadara & Nagar Havelli & Daman & Diu,2019,3,362570,176
1463,Dadara & Nagar Havelli & Daman & Diu,2019,4,396230,97116
1464,Dadara & Nagar Havelli & Daman & Diu,2019,4,396210,46041
1465,Dadara & Nagar Havelli & Daman & Diu,2019,4,396215,25932
1466,Dadara & Nagar Havelli & Daman & Diu,2019,4,396235,20689
1467,Dadara & Nagar Havelli & Daman & Diu,2019,4,362520,3953
1468,Dadara & Nagar Havelli & Daman & Diu,2019,4,362571,2041
1469,Dadara & Nagar Havelli & Daman & Diu,2019,4,362540,1138
1470,Dadara & Nagar Havelli & Daman & Diu,2019,4,396220,497
1471,Dadara & Nagar Havelli & Daman & Diu,2019,4,362570,191
1472,Dadara & Nagar Havelli & Daman & Diu,2020,1,396230,107112
1473,Dadara & Nagar Havelli & Daman & Diu,2020,1,396210,50829
1474,Dadara & Nagar Havelli & Daman & Diu,2020,1,396215,28959
1475,Dadara & Nagar Havelli & Daman & Diu,2020,1,396235,23143
1476,Dadara & Nagar Havelli & Daman & Diu,2020,1,362520,4269
1477,Dadara & Nagar Havelli & Daman & Diu,2020,1,362571,2223
1478,Dadara & Nagar Havelli & Daman & Diu,2020,1,362540,1217
1479,Dadara & Nagar Havelli & Daman & Diu,2020,1,396220,541
1480,Dadara & Nagar Havelli & Daman & Diu,2020,1,362570,203
1481,Dadara & Nagar Havelli & Daman & Diu,2020,2,396230,119858
1482,Dadara & Nagar Havelli & Daman & Diu,2020,2,396210,56796
1483,Dadara & Nagar Havelli & Daman & Diu,2020,2,396215,32569
1484,Dadara & Nagar Havelli & Daman & Diu,2020,2,396235,26145
1485,Dadara & Nagar Havelli & Daman & Diu,2020,2,362520,4635
1486,Dadara & Nagar Havelli & Daman & Diu,2020,2,362571,2541
1487,Dadara & Nagar Havelli & Daman & Diu,2020,2,362540,1398
1488,Dadara & Nagar Havelli & Daman & Diu,2020,2,396220,651
1489,Dadara & Nagar Havelli & Daman & Diu,2020,2,362570,221
1490,Dadara & Nagar Havelli & Daman & Diu,2020,3,396230,131460
1491,Dadara & Nagar Havelli & Daman & Diu,2020,3,396210,61967
1492,Dadara & Nagar Havelli & Daman & Diu,2020,3,396215,35428
1493,Dadara & Nagar Havelli & Daman & Diu,2020,3,396235,28723
1494,Dadara & Nagar Havelli & Daman & Diu,2020,3,362520,5010
1495,Dadara & Nagar Havelli & Daman & Diu,2020,3,362571,2821
1496,Dadara & Nagar Havelli & Daman & Diu,2020,3,362540,1581
1497,Dadara & Nagar Havelli & Daman & Diu,2020,3,396220,713
1498,Dadara & Nagar Havelli & Daman & Diu,2020,3,362570,243
1499,Dadara & Nagar Havelli & Daman & Diu,2020,4,396230,145541
1500,Dadara & Nagar Havelli & Daman & Diu,2020,4,396210,68594
1501,Dadara & Nagar Havelli & Daman & Diu,2020,4,396215,39109
1502,Dadara & Nagar Havelli & Daman & Diu,2020,4,396235,31891
1503,Dadara & Nagar Havelli & Daman & Diu,2020,4,362520,5447
1504,Dadara & Nagar Havelli & Daman & Diu,2020,4,362571,3079
1505,Dadara & Nagar Havelli & Daman & Diu,2020,4,362540,1750
1506,Dadara & Nagar Havelli & Daman & Diu,2020,4,396220,808
1507,Dadara & Nagar Havelli & Daman & Diu,2020,4,362570,274
1508,Dadara & Nagar Havelli & Daman & Diu,2021,1,396230,157679
1509,Dadara & Nagar Havelli & Daman & Diu,2021,1,396210,74340
1510,Dadara & Nagar Havelli & Daman & Diu,2021,1,396215,42510
1511,Dadara & Nagar Havelli & Daman & Diu,2021,1,396235,34583
1512,Dadara & Nagar Havelli & Daman & Diu,2021,1,362520,5885
1513,Dadara & Nagar Havelli & Daman & Diu,2021,1,362571,3337
1514,Dadara & Nagar Havelli & Daman & Diu,2021,1,362540,1890
1515,Dadara & Nagar Havelli & Daman & Diu,2021,1,396220,878
1516,Dadara & Nagar Havelli & Daman & Diu,2021,1,362570,294
1517,Dadara & Nagar Havelli & Daman & Diu,2021,2,396230,169433
1518,Dadara & Nagar Havelli & Daman & Diu,2021,2,396210,79673
1519,Dadara & Nagar Havelli & Daman & Diu,2021,2,396215,45646
1520,Dadara & Nagar Havelli & Daman & Diu,2021,2,396235,37083
1521,Dadara & Nagar Havelli & Daman & Diu,2021,2,362520,6307
1522,Dadara & Nagar Havelli & Daman & Diu,2021,2,362571,3577
1523,Dadara & Nagar Havelli & Daman & Diu,2021,2,362540,2027
1524,Dadara & Nagar Havelli & Daman & Diu,2021,2,396220,939
1525,Dadara & Nagar Havelli & Daman & Diu,2021,2,362570,309
1526,Dadara & Nagar Havelli & Daman & Diu,2021,3,396230,182708
1527,Dadara & Nagar Havelli & Daman & Diu,2021,3,396210,85704
1528,Dadara & Nagar Havelli & Daman & Diu,2021,3,396215,49261
1529,Dadara & Nagar Havelli & Daman & Diu,2021,3,396235,40023
1530,Dadara & Nagar Havelli & Daman & Diu,2021,3,362520,6787
1531,Dadara & Nagar Havelli & Daman & Diu,2021,3,362571,3850
1532,Dadara & Nagar Havelli & Daman & Diu,2021,3,362540,2189
1533,Dadara & Nagar Havelli & Daman & Diu,2021,3,396220,1011
1534,Dadara & Nagar Havelli & Daman & Diu,2021,3,362570,341
1535,Dadara & Nagar Havelli & Daman & Diu,2021,4,396230,196135
1536,Dadara & Nagar Havelli & Daman & Diu,2021,4,396210,91807
1537,Dadara & Nagar Havelli & Daman & Diu,2021,4,396215,52915
1538,Dadara & Nagar Havelli & Daman & Diu,2021,4,396235,42975
1539,Dadara & Nagar Havelli & Daman & Diu,2021,4,362520,7231
1540,Dadara & Nagar Havelli & Daman & Diu,2021,4,362571,4107
1541,Dadara & Nagar Havelli & Daman & Diu,2021,4,362540,2349
1542,Dadara & Nagar Havelli & Daman & Diu,2021,4,396220,1084
1543,Dadara & Nagar Havelli & Daman & Diu,2021,4,362570,360
1544,Dadara & Nagar Havelli & Daman & Diu,2022,1,396230,208830
1545,Dadara & Nagar Havelli & Daman & Diu,2022,1,396210,97488
1546,Dadara & Nagar Havelli & Daman & Diu,2022,1,396215,56396
1547,Dadara & Nagar Havelli & Daman & Diu,2022,1,396235,45747
1548,Dadara & Nagar Havelli & Daman & Diu,2022,1,362520,7714
1549,Dadara & Nagar Havelli & Daman & Diu,2022,1,362571,4360
1550,Dadara & Nagar Havelli & Daman & Diu,2022,1,362540,2504
1551,Dadara & Nagar Havelli & Daman & Diu,2022,1,396220,1145
1552,Dadara & Nagar Havelli & Daman & Diu,2022,1,362570,386
1553,Dadara & Nagar Havelli & Daman & Diu,2022,2,396230,220980
1554,Dadara & Nagar Havelli & Daman & Diu,2022,2,396210,103014
1555,Dadara & Nagar Havelli & Daman & Diu,2022,2,396215,59641
1556,Dadara & Nagar Havelli & Daman & Diu,2022,2,396235,48364
1557,Dadara & Nagar Havelli & Daman & Diu,2022,2,362520,8149
1558,Dadara & Nagar Havelli & Daman & Diu,2022,2,362571,4611
1559,Dadara & Nagar Havelli & Daman & Diu,2022,2,362540,2642
1560,Dadara & Nagar Havelli & Daman & Diu,2022,2,396220,1206
1561,Dadara & Nagar Havelli & Daman & Diu,2022,2,362570,409
1562,Dadara & Nagar Havelli & Daman & Diu,2022,3,396230,233674
1563,Dadara & Nagar Havelli & Daman & Diu,2022,3,396210,108872
1564,Dadara & Nagar Havelli & Daman & Diu,2022,3,396215,63078
1565,Dadara & Nagar Havelli & Daman & Diu,2022,3,396235,51249
1566,Dadara & Nagar Havelli & Daman & Diu,2022,3,362520,8564
1567,Dadara & Nagar Havelli & Daman & Diu,2022,3,362571,4883
1568,Dadara & Nagar Havelli & Daman & Diu,2022,3,362540,2790
1569,Dadara & Nagar Havelli & Daman & Diu,2022,3,396220,1269
1570,Dadara & Nagar Havelli & Daman & Diu,2022,3,362570,428
1571,Dadara & Nagar Havelli & Daman & Diu,2022,4,396230,246264
1572,Dadara & Nagar Havelli & Daman & Diu,2022,4,396210,114561
1573,Dadara & Nagar Havelli & Daman & Diu,2022,4,396215,66595
1574,Dadara & Nagar Havelli & Daman & Diu,2022,4,396235,53953
1575,Dadara & Nagar Havelli & Daman & Diu,2022,4,362520,8942
1576,Dadara & Nagar Havelli & Daman & Diu,2022,4,362571,5114
1577,Dadara & Nagar Havelli & Daman & Diu,2022,4,362540,2925
1578,Dadara & Nagar Havelli & Daman & Diu,2022,4,396220,1325
1579,Dadara & Nagar Havelli & Daman & Diu,2022,4,362570,446
1580,NCT of Delhi,2018,1,110059,95496
1581,NCT of Delhi,2018,1,110092,83600
1582,NCT of Delhi,2018,1,110085,61333
1583,NCT of Delhi,2018,1,110086,59970
1584,NCT of Delhi,2018,1,110044,55765
1585,NCT of Delhi,2018,1,110096,50625
1586,NCT of Delhi,2018,1,110041,47451
1587,NCT of Delhi,2018,1,110043,46307
1588,NCT of Delhi,2018,1,110084,44143
1589,NCT of Delhi,2018,1,110042,42647
1590,NCT of Delhi,2018,2,110059,124901
1591,NCT of Delhi,2018,2,110092,108175
1592,NCT of Delhi,2018,2,110086,79557
1593,NCT of Delhi,2018,2,110085,79225
1594,NCT of Delhi,2018,2,110044,73732
1595,NCT of Delhi,2018,2,110096,66744
1596,NCT of Delhi,2018,2,110041,63649
1597,NCT of Delhi,2018,2,110043,60887
1598,NCT of Delhi,2018,2,110084,57380
1599,NCT of Delhi,2018,2,110042,56366
1600,NCT of Delhi,2018,3,110059,156028
1601,NCT of Delhi,2018,3,110092,136676
1602,NCT of Delhi,2018,3,110085,101332
1603,NCT of Delhi,2018,3,110086,100850
1604,NCT of Delhi,2018,3,110044,91279
1605,NCT of Delhi,2018,3,110096,84164
1606,NCT of Delhi,2018,3,110041,80112
1607,NCT of Delhi,2018,3,110043,74435
1608,NCT of Delhi,2018,3,110084,71154
1609,NCT of Delhi,2018,3,110042,71056
1610,NCT of Delhi,2018,4,110059,206537
1611,NCT of Delhi,2018,4,110092,177133
1612,NCT of Delhi,2018,4,110086,133412
1613,NCT of Delhi,2018,4,110085,132600
1614,NCT of Delhi,2018,4,110044,121802
1615,NCT of Delhi,2018,4,110096,114255
1616,NCT of Delhi,2018,4,110041,106984
1617,NCT of Delhi,2018,4,110043,98358
1618,NCT of Delhi,2018,4,110042,95335
1619,NCT of Delhi,2018,4,110094,94322
1620,NCT of Delhi,2019,1,110059,246566
1621,NCT of Delhi,2019,1,110092,206805
1622,NCT of Delhi,2019,1,110086,158267
1623,NCT of Delhi,2019,1,110085,152640
1624,NCT of Delhi,2019,1,110044,145716
1625,NCT of Delhi,2019,1,110096,135423
1626,NCT of Delhi,2019,1,110041,129476
1627,NCT of Delhi,2019,1,110043,117835
1628,NCT of Delhi,2019,1,110094,114562
1629,NCT of Delhi,2019,1,110042,113898
1630,NCT of Delhi,2019,2,110059,274593
1631,NCT of Delhi,2019,2,110092,228546
1632,NCT of Delhi,2019,2,110086,177199
1633,NCT of Delhi,2019,2,110085,167307
1634,NCT of Delhi,2019,2,110044,162716
1635,NCT of Delhi,2019,2,110096,150097
1636,NCT of Delhi,2019,2,110041,146820
1637,NCT of Delhi,2019,2,110043,131498
1638,NCT of Delhi,2019,2,110094,130660
1639,NCT of Delhi,2019,2,110042,129008
1640,NCT of Delhi,2019,3,110059,300007
1641,NCT of Delhi,2019,3,110092,248727
1642,NCT of Delhi,2019,3,110086,194575
1643,NCT of Delhi,2019,3,110085,180186
1644,NCT of Delhi,2019,3,110044,178410
1645,NCT of Delhi,2019,3,110096,164301
1646,NCT of Delhi,2019,3,110041,163228
1647,NCT of Delhi,2019,3,110001,148352
1648,NCT of Delhi,2019,3,110094,146798
1649,NCT of Delhi,2019,3,110043,144276
1650,NCT of Delhi,2019,4,110059,320535
1651,NCT of Delhi,2019,4,110092,264380
1652,NCT of Delhi,2019,4,110086,209488
1653,NCT of Delhi,2019,4,110044,192424
1654,NCT of Delhi,2019,4,110085,189774
1655,NCT of Delhi,2019,4,110041,177838
1656,NCT of Delhi,2019,4,110096,176194
1657,NCT of Delhi,2019,4,110094,161096
1658,NCT of Delhi,2019,4,110001,160180
1659,NCT of Delhi,2019,4,110053,156000
1660,NCT of Delhi,2020,1,110059,342152
1661,NCT of Delhi,2020,1,110092,280039
1662,NCT of Delhi,2020,1,110086,226703
1663,NCT of Delhi,2020,1,110044,207511
1664,NCT of Delhi,2020,1,110085,200098
1665,NCT of Delhi,2020,1,110041,194243
1666,NCT of Delhi,2020,1,110096,187975
1667,NCT of Delhi,2020,1,110094,175645
1668,NCT of Delhi,2020,1,110001,171087
1669,NCT of Delhi,2020,1,110053,170522
1670,NCT of Delhi,2020,2,110059,365614
1671,NCT of Delhi,2020,2,110092,295000
1672,NCT of Delhi,2020,2,110086,246312
1673,NCT of Delhi,2020,2,110044,223161
1674,NCT of Delhi,2020,2,110041,211987
1675,NCT of Delhi,2020,2,110085,211869
1676,NCT of Delhi,2020,2,110096,199631
1677,NCT of Delhi,2020,2,110094,192135
1678,NCT of Delhi,2020,2,110053,186853
1679,NCT of Delhi,2020,2,110042,186007
1680,NCT of Delhi,2020,3,110059,393571
1681,NCT of Delhi,2020,3,110092,314384
1682,NCT of Delhi,2020,3,110086,267186
1683,NCT of Delhi,2020,3,110044,240937
1684,NCT of Delhi,2020,3,110041,231602
1685,NCT of Delhi,2020,3,110085,225882
1686,NCT of Delhi,2020,3,110096,213595
1687,NCT of Delhi,2020,3,110094,210508
1688,NCT of Delhi,2020,3,110053,205752
1689,NCT of Delhi,2020,3,110042,202151
1690,NCT of Delhi,2020,4,110059,423149
1691,NCT of Delhi,2020,4,110092,335783
1692,NCT of Delhi,2020,4,110086,288308
1693,NCT of Delhi,2020,4,110044,259476
1694,NCT of Delhi,2020,4,110041,252304
1695,NCT of Delhi,2020,4,110085,241334
1696,NCT of Delhi,2020,4,110094,230259
1697,NCT of Delhi,2020,4,110096,228635
1698,NCT of Delhi,2020,4,110053,226890
1699,NCT of Delhi,2020,4,110042,219941
1700,NCT of Delhi,2021,1,110059,454201
1701,NCT of Delhi,2021,1,110092,359376
1702,NCT of Delhi,2021,1,110086,310419
1703,NCT of Delhi,2021,1,110044,278606
1704,NCT of Delhi,2021,1,110041,272303
1705,NCT of Delhi,2021,1,110085,257921
1706,NCT of Delhi,2021,1,110094,248570
1707,NCT of Delhi,2021,1,110053,245562
1708,NCT of Delhi,2021,1,110096,245046
1709,NCT of Delhi,2021,1,110042,237271
1710,NCT of Delhi,2021,2,110059,485328
1711,NCT of Delhi,2021,2,110092,383095
1712,NCT of Delhi,2021,2,110086,332618
1713,NCT of Delhi,2021,2,110044,297678
1714,NCT of Delhi,2021,2,110041,291909
1715,NCT of Delhi,2021,2,110085,275085
1716,NCT of Delhi,2021,2,110094,266143
1717,NCT of Delhi,2021,2,110053,262977
1718,NCT of Delhi,2021,2,110096,261791
1719,NCT of Delhi,2021,2,110042,254105
1720,NCT of Delhi,2021,3,110059,520096
1721,NCT of Delhi,2021,3,110092,409520
1722,NCT of Delhi,2021,3,110086,357590
1723,NCT of Delhi,2021,3,110044,319096
1724,NCT of Delhi,2021,3,110041,314015
1725,NCT of Delhi,2021,3,110085,293937
1726,NCT of Delhi,2021,3,110094,285714
1727,NCT of Delhi,2021,3,110053,282380
1728,NCT of Delhi,2021,3,110096,280334
1729,NCT of Delhi,2021,3,110042,273110
1730,NCT of Delhi,2021,4,110059,555449
1731,NCT of Delhi,2021,4,110092,436075
1732,NCT of Delhi,2021,4,110086,382858
1733,NCT of Delhi,2021,4,110044,340833
1734,NCT of Delhi,2021,4,110041,336405
1735,NCT of Delhi,2021,4,110085,312819
1736,NCT of Delhi,2021,4,110094,305422
1737,NCT of Delhi,2021,4,110053,301988
1738,NCT of Delhi,2021,4,110096,299233
1739,NCT of Delhi,2021,4,110042,292597
1740,NCT of Delhi,2022,1,110059,588266
1741,NCT of Delhi,2022,1,110092,460951
1742,NCT of Delhi,2022,1,110086,406863
1743,NCT of Delhi,2022,1,110044,361314
1744,NCT of Delhi,2022,1,110041,357509
1745,NCT of Delhi,2022,1,110085,330413
1746,NCT of Delhi,2022,1,110094,324145
1747,NCT of Delhi,2022,1,110053,320362
1748,NCT of Delhi,2022,1,110096,316906
1749,NCT of Delhi,2022,1,110042,310672
1750,NCT of Delhi,2022,2,110059,619737
1751,NCT of Delhi,2022,2,110092,484816
1752,NCT of Delhi,2022,2,110086,429566
1753,NCT of Delhi,2022,2,110044,381041
1754,NCT of Delhi,2022,2,110041,377721
1755,NCT of Delhi,2022,2,110085,347243
1756,NCT of Delhi,2022,2,110094,341936
1757,NCT of Delhi,2022,2,110053,337770
1758,NCT of Delhi,2022,2,110096,333973
1759,NCT of Delhi,2022,2,110042,328052
1760,NCT of Delhi,2022,3,110059,652328
1761,NCT of Delhi,2022,3,110092,509260
1762,NCT of Delhi,2022,3,110086,453393
1763,NCT of Delhi,2022,3,110044,401386
1764,NCT of Delhi,2022,3,110041,398712
1765,NCT of Delhi,2022,3,110085,364644
1766,NCT of Delhi,2022,3,110094,360554
1767,NCT of Delhi,2022,3,110053,356138
1768,NCT of Delhi,2022,3,110096,351480
1769,NCT of Delhi,2022,3,110042,346285
1770,NCT of Delhi,2022,4,110059,685596
1771,NCT of Delhi,2022,4,110092,534009
1772,NCT of Delhi,2022,4,110086,477514
1773,NCT of Delhi,2022,4,110044,422192
1774,NCT of Delhi,2022,4,110041,419823
1775,NCT of Delhi,2022,4,110085,382113
1776,NCT of Delhi,2022,4,110094,379346
1777,NCT of Delhi,2022,4,110053,374689
1778,NCT of Delhi,2022,4,110096,369272
1779,NCT of Delhi,2022,4,110042,364573
1780,Goa,2018,1,403516,6466
1781,Goa,2018,1,403601,5251
1782,Goa,2018,1,403001,5240
1783,Goa,2018,1,403401,5138
1784,Goa,2018,1,403802,3850
1785,Goa,2018,1,403722,3844
1786,Goa,2018,1,403507,3831
1787,Goa,2018,1,403521,2841
1788,Goa,2018,1,403515,2443
1789,Goa,2018,1,403509,2386
1790,Goa,2018,2,403516,8301
1791,Goa,2018,2,403001,7089
1792,Goa,2018,2,403601,6974
1793,Goa,2018,2,403401,6685
1794,Goa,2018,2,403722,5343
1795,Goa,2018,2,403802,5119
1796,Goa,2018,2,403507,4991
1797,Goa,2018,2,403521,3804
1798,Goa,2018,2,403515,3277
1799,Goa,2018,2,403509,3077
1800,Goa,2018,3,403516,9997
1801,Goa,2018,3,403001,8932
1802,Goa,2018,3,403601,8721
1803,Goa,2018,3,403401,8256
1804,Goa,2018,3,403722,7084
1805,Goa,2018,3,403802,6453
1806,Goa,2018,3,403507,6272
1807,Goa,2018,3,403521,4797
1808,Goa,2018,3,403515,4153
1809,Goa,2018,3,403801,3775
1810,Goa,2018,4,403516,12486
1811,Goa,2018,4,403001,11471
1812,Goa,2018,4,403601,10977
1813,Goa,2018,4,403401,10356
1814,Goa,2018,4,403722,9148
1815,Goa,2018,4,403802,8151
1816,Goa,2018,4,403507,7980
1817,Goa,2018,4,403521,6106
1818,Goa,2018,4,403515,5194
1819,Goa,2018,4,403509,4753
1820,Goa,2019,1,403516,15021
1821,Goa,2019,1,403001,14063
1822,Goa,2019,1,403601,13406
1823,Goa,2019,1,403401,12431
1824,Goa,2019,1,403722,11012
1825,Goa,2019,1,403802,9859
1826,Goa,2019,1,403507,9777
1827,Goa,2019,1,403521,7471
1828,Goa,2019,1,403515,6247
1829,Goa,2019,1,403512,5763
1830,Goa,2019,2,403516,17020
1831,Goa,2019,2,403001,16546
1832,Goa,2019,2,403601,15906
1833,Goa,2019,2,403401,14462
1834,Goa,2019,2,403722,12443
1835,Goa,2019,2,403802,11642
1836,Goa,2019,2,403507,11602
1837,Goa,2019,2,403521,8708
1838,Goa,2019,2,403515,7164
1839,Goa,2019,2,403512,6805
1840,Goa,2019,3,403516,19191
1841,Goa,2019,3,403001,18952
1842,Goa,2019,3,403601,18205
1843,Goa,2019,3,403401,16425
1844,Goa,2019,3,403722,13795
1845,Goa,2019,3,403507,13252
1846,Goa,2019,3,403802,13185
1847,Goa,2019,3,403521,10022
1848,Goa,2019,3,403515,8059
1849,Goa,2019,3,403512,7853
1850,Goa,2019,4,403516,21230
1851,Goa,2019,4,403001,20952
1852,Goa,2019,4,403601,20128
1853,Goa,2019,4,403401,18284
1854,Goa,2019,4,403722,15231
1855,Goa,2019,4,403507,14800
1856,Goa,2019,4,403802,14490
1857,Goa,2019,4,403521,11139
1858,Goa,2019,4,403515,8917
1859,Goa,2019,4,403512,8854
1860,Goa,2020,1,403516,23160
1861,Goa,2020,1,403001,22905
1862,Goa,2020,1,403601,22252
1863,Goa,2020,1,403401,20276
1864,Goa,2020,1,403722,16611
1865,Goa,2020,1,403507,16487
1866,Goa,2020,1,403802,16084
1867,Goa,2020,1,403521,12266
1868,Goa,2020,1,403512,9989
1869,Goa,2020,1,403515,9727
1870,Goa,2020,2,403001,24693
1871,Goa,2020,2,403601,24596
1872,Goa,2020,2,403516,24526
1873,Goa,2020,2,403401,22379
1874,Goa,2020,2,403507,18333
1875,Goa,2020,2,403722,17947
1876,Goa,2020,2,403802,17824
1877,Goa,2020,2,403521,13409
1878,Goa,2020,2,403512,11037
1879,Goa,2020,2,403515,10353
1880,Goa,2020,3,403601,27208
1881,Goa,2020,3,403001,26737
1882,Goa,2020,3,403516,26198
1883,Goa,2020,3,403401,24797
1884,Goa,2020,3,403507,20441
1885,Goa,2020,3,403802,19674
1886,Goa,2020,3,403722,19552
1887,Goa,2020,3,403521,14524
1888,Goa,2020,3,403512,12307
1889,Goa,2020,3,403515,11111
1890,Goa,2020,4,403601,30363
1891,Goa,2020,4,403001,29484
1892,Goa,2020,4,403516,28745
1893,Goa,2020,4,403401,27577
1894,Goa,2020,4,403507,22919
1895,Goa,2020,4,403802,21866
1896,Goa,2020,4,403722,21365
1897,Goa,2020,4,403521,16004
1898,Goa,2020,4,403512,13802
1899,Goa,2020,4,403515,12169
1900,Goa,2021,1,403601,32812
1901,Goa,2021,1,403001,31639
1902,Goa,2021,1,403516,31109
1903,Goa,2021,1,403401,29759
1904,Goa,2021,1,403507,24789
1905,Goa,2021,1,403802,23590
1906,Goa,2021,1,403722,23019
1907,Goa,2021,1,403521,17278
1908,Goa,2021,1,403512,15009
1909,Goa,2021,1,403515,13117
1910,Goa,2021,2,403601,35016
1911,Goa,2021,2,403001,33753
1912,Goa,2021,2,403516,33166
1913,Goa,2021,2,403401,31770
1914,Goa,2021,2,403507,26546
1915,Goa,2021,2,403802,25160
1916,Goa,2021,2,403722,24578
1917,Goa,2021,2,403521,18403
1918,Goa,2021,2,403512,16035
1919,Goa,2021,2,403515,13992
1920,Goa,2021,3,403601,37507
1921,Goa,2021,3,403001,36113
1922,Goa,2021,3,403516,35395
1923,Goa,2021,3,403401,34083
1924,Goa,2021,3,403507,28444
1925,Goa,2021,3,403802,26955
1926,Goa,2021,3,403722,26342
