,State,Year,Quarter,Payments,Transaction_type,Transaction_count,Transaction_amount
1015,Gujarat,2018,4,Peer-to-peer payments,TOTAL,6488202,21207285184.780193
1016,Gujarat,2018,4,Recharge & bill payments,TOTAL,6138404,2297332323.0815277
1017,Gujarat,2018,4,Merchant payments,TOTAL,1656377,1088373316.0580251
1018,Gujarat,2018,4,Financial Services,TOTAL,133915,30699273.16507
1019,Gujarat,2018,4,Others,TOTAL,316405,207297005.69778407
1020,Gujarat,2019,1,Peer-to-peer payments,TOTAL,13465044,31231285551.308655
1021,Gujarat,2019,1,Recharge & bill payments,TOTAL,8595256,3104251732.6516943
1022,Gujarat,2019,1,Merchant payments,TOTAL,2493340,1296376125.1752787
1023,Gujarat,2019,1,Financial Services,TOTAL,114539,19581520.569400217
1024,Gujarat,2019,1,Others,TOTAL,323272,204585378.77191538
1025,Gujarat,2019,2,Peer-to-peer payments,TOTAL,12547493,41853661230.46585
1026,Gujarat,2019,2,Recharge & bill payments,TOTAL,10434449,4651874823.428602
1027,Gujarat,2019,2,Merchant payments,TOTAL,5486791,2526448415.3585706
1028,Gujarat,2019,2,Financial Services,TOTAL,70502,17349813.389733132
1029,Gujarat,2019,2,Others,TOTAL,442607,271280936.6247084
1030,Gujarat,2019,3,Peer-to-peer payments,TOTAL,14529353,49206585462.018684
1031,Gujarat,2019,3,Merchant payments,TOTAL,11788077,4211116461.2911887
1032,Gujarat,2019,3,Recharge & bill payments,TOTAL,11349625,5768100024.478059
1033,Gujarat,2019,3,Financial Services,TOTAL,78609,20507001.233050577
1034,Gujarat,2019,3,Others,TOTAL,482985,256386015.24681717
1035,Gujarat,2019,4,Peer-to-peer payments,TOTAL,19107911,64477452638.7778
1036,Gujarat,2019,4,Recharge & bill payments,TOTAL,12967713,6517891166.722656
1037,Gujarat,2019,4,Merchant payments,TOTAL,9964076,5480269119.720948
1038,Gujarat,2019,4,Financial Services,TOTAL,63498,20202767.26414788
1039,Gujarat,2019,4,Others,TOTAL,444434,194846362.42851496
1040,Gujarat,2020,1,Peer-to-peer payments,TOTAL,19068093,72393727235.07784
1041,Gujarat,2020,1,Recharge & bill payments,TOTAL,15648472,7197595156.690899
1042,Gujarat,2020,1,Merchant payments,TOTAL,12191478,7210758662.281933
1043,Gujarat,2020,1,Financial Services,TOTAL,50753,27460255.45966168
1044,Gujarat,2020,1,Others,TOTAL,367621,165535312.39278784
1045,Gujarat,2020,2,Recharge & bill payments,TOTAL,19971660,8322688556.990006
1046,Gujarat,2020,2,Peer-to-peer payments,TOTAL,17569398,64723140394.22913
1047,Gujarat,2020,2,Merchant payments,TOTAL,9645967,7196610931.561442
1048,Gujarat,2020,2,Financial Services,TOTAL,59617,53132341.305008195
1049,Gujarat,2020,2,Others,TOTAL,173543,92274135.40504411
1050,Gujarat,2020,3,Peer-to-peer payments,TOTAL,23130724,89142122337.25531
1051,Gujarat,2020,3,Merchant payments,TOTAL,18338969,12749796641.785404
1052,Gujarat,2020,3,Recharge & bill payments,TOTAL,17481357,9820654243.80882
1053,Gujarat,2020,3,Financial Services,TOTAL,92278,84723188.62104335
1054,Gujarat,2020,3,Others,TOTAL,246851,124456073.24163358
1055,Gujarat,2020,4,Peer-to-peer payments,TOTAL,29967258,116743230330.36209
1056,Gujarat,2020,4,Merchant payments,TOTAL,28430460,20844321156.652935
1057,Gujarat,2020,4,Recharge & bill payments,TOTAL,18943669,10441981826.080866
1058,Gujarat,2020,4,Financial Services,TOTAL,113371,120056733.8865249
1059,Gujarat,2020,4,Others,TOTAL,373789,243470065.45681778
1060,Gujarat,2021,1,Peer-to-peer payments,TOTAL,36427493,144818968373.02933
1061,Gujarat,2021,1,Merchant payments,TOTAL,35815382,26512643894.003174
1062,Gujarat,2021,1,Recharge & bill payments,TOTAL,22088838,11996115292.377842
1063,Gujarat,2021,1,Financial Services,TOTAL,126380,137612317.73580322
1064,Gujarat,2021,1,Others,TOTAL,316472,235440836.3042438
1065,Gujarat,2021,2,Merchant payments,TOTAL,42593432,33542305033.829506
1066,Gujarat,2021,2,Peer-to-peer payments,TOTAL,41642387,162483567902.30194
1067,Gujarat,2021,2,Recharge & bill payments,TOTAL,27127405,13750783181.944221
1068,Gujarat,2021,2,Financial Services,TOTAL,128647,136119996.7022825
1069,Gujarat,2021,2,Others,TOTAL,349525,249278437.33914098
1070,Gujarat,2021,3,Merchant payments,TOTAL,62934471,48197579736.51646
1071,Gujarat,2021,3,Peer-to-peer payments,TOTAL,56134212,208013326600.62402
1072,Gujarat,2021,3,Recharge & bill payments,TOTAL,29580901,15945997372.058683
1073,Gujarat,2021,3,Financial Services,TOTAL,125167,163304131.1436523
1074,Gujarat,2021,3,Others,TOTAL,473656,304418273.24545926
1075,Gujarat,2021,4,Merchant payments,TOTAL,84846502,68717933161.8696
1076,Gujarat,2021,4,Peer-to-peer payments,TOTAL,67301686,254338740726.63605
1077,Gujarat,2021,4,Recharge & bill payments,TOTAL,30072479,18739034341.66239
1078,Gujarat,2021,4,Financial Services,TOTAL,175393,209214620.7057898
1079,Gujarat,2021,4,Others,TOTAL,591265,377657202.7539646
1080,Gujarat,2022,1,Merchant payments,TOTAL,101648378,79563412221.78397
1081,Gujarat,2022,1,Peer-to-peer payments,TOTAL,77768758,292439274688.30835
1082,Gujarat,2022,1,Recharge & bill payments,TOTAL,30473298,20042066374.66357
1083,Gujarat,2022,1,Financial Services,TOTAL,160423,187077879.38466492
1084,Gujarat,2022,1,Others,TOTAL,496289,316261089.4073821
1085,Gujarat,2022,2,Merchant payments,TOTAL,131610193,95585623258.23604
1086,Gujarat,2022,2,Peer-to-peer payments,TOTAL,86423696,326945780476.59766
1087,Gujarat,2022,2,Recharge & bill payments,TOTAL,33424931,23844933238.40894
1088,Gujarat,2022,2,Financial Services,TOTAL,125180,142685436.4192669
1089,Gujarat,2022,2,Others,TOTAL,468796,278978567.1836352
1090,Gujarat,2022,3,Merchant payments,TOTAL,161264265,109018764232.99393
1091,Gujarat,2022,3,Peer-to-peer payments,TOTAL,103034790,359338045092.0105
1092,Gujarat,2022,3,Recharge & bill payments,TOTAL,38383683,28649040040.502144
1093,Gujarat,2022,3,Financial Services,TOTAL,152053,162173602.84596294
1094,Gujarat,2022,3,Others,TOTAL,404941,269479241.0969004
1095,Gujarat,2022,4,Merchant payments,TOTAL,186533503,125585214989.03009
1096,Gujarat,2022,4,Peer-to-peer payments,TOTAL,114868478,411053364214.2685
1097,Gujarat,2022,4,Recharge & bill payments,TOTAL,39167297,30789927498.953297
1098,Gujarat,2022,4,Financial Services,TOTAL,179101,194314203.00804448
1099,Gujarat,2022,4,Others,TOTAL,407639,295484431.2780074
1100,Haryana,2018,1,Recharge & bill payments,TOTAL,2368002,535578755.07945114
1101,Haryana,2018,1,Peer-to-peer payments,TOTAL,1607193,5814807510.68666
1102,Haryana,2018,1,Merchant payments,TOTAL,167816,173513595.3537558
1103,Haryana,2018,1,Financial Services,TOTAL,128636,27501068.014126316
1104,Haryana,2018,1,Others,TOTAL,209123,242110585.52640373
1105,Haryana,2018,2,Recharge & bill payments,TOTAL,3054284,984897276.651981
1106,Haryana,2018,2,Peer-to-peer payments,TOTAL,2388953,9745924809.851494
1107,Haryana,2018,2,Merchant payments,TOTAL,369916,334118261.45344114
1108,Haryana,2018,2,Financial Services,TOTAL,167570,38145882.44180386
1109,Haryana,2018,2,Others,TOTAL,170208,217328211.71769944
1110,Haryana,2018,3,Peer-to-peer payments,TOTAL,3753981,14429454356.345787
1111,Haryana,2018,3,Recharge & bill payments,TOTAL,3203386,1310467515.0605886
1112,Haryana,2018,3,Merchant payments,TOTAL,1003057,427387637.9335371
1113,Haryana,2018,3,Financial Services,TOTAL,100452,17323790.814170156
1114,Haryana,2018,3,Others,TOTAL,201148,190505707.47361812
1115,Haryana,2018,4,Peer-to-peer payments,TOTAL,5905032,22416919746.93868
1116,Haryana,2018,4,Recharge & bill payments,TOTAL,4116262,1671040703.7317612
1117,Haryana,2018,4,Merchant payments,TOTAL,2413446,1013407379.8963095
1118,Haryana,2018,4,Financial Services,TOTAL,120711,22252543.62175617
1119,Haryana,2018,4,Others,TOTAL,394732,267255642.26742023
1120,Haryana,2019,1,Peer-to-peer payments,TOTAL,12622225,30283578836.61907
1121,Haryana,2019,1,Recharge & bill payments,TOTAL,5576577,2202061874.5361757
1122,Haryana,2019,1,Merchant payments,TOTAL,3361995,1292375556.3150868
1123,Haryana,2019,1,Financial Services,TOTAL,101786,15201736.002431491
1124,Haryana,2019,1,Others,TOTAL,473192,258437718.15887585
1125,Haryana,2019,2,Peer-to-peer payments,TOTAL,10387562,37056084813.57578
1126,Haryana,2019,2,Recharge & bill payments,TOTAL,5902923,2838724048.0896106
1127,Haryana,2019,2,Merchant payments,TOTAL,5738283,2292901816.1432047
1128,Haryana,2019,2,Financial Services,TOTAL,57488,12080285.227121718
1129,Haryana,2019,2,Others,TOTAL,655560,301748850.1804938
1130,Haryana,2019,3,Peer-to-peer payments,TOTAL,11775288,43738290119.9285
1131,Haryana,2019,3,Merchant payments,TOTAL,9386779,3615636827.8118167
1132,Haryana,2019,3,Recharge & bill payments,TOTAL,8289987,4817098564.823641
1133,Haryana,2019,3,Financial Services,TOTAL,61503,16715100.880217994
1134,Haryana,2019,3,Others,TOTAL,829974,301378585.9978597
1135,Haryana,2019,4,Peer-to-peer payments,TOTAL,15729819,58242027266.14443
1136,Haryana,2019,4,Merchant payments,TOTAL,11615667,5253780278.236426
1137,Haryana,2019,4,Recharge & bill payments,TOTAL,9648003,5637358525.756194
1138,Haryana,2019,4,Financial Services,TOTAL,41688,13756049.144287623
1139,Haryana,2019,4,Others,TOTAL,790808,212797749.81994924
1140,Haryana,2020,1,Peer-to-peer payments,TOTAL,17728235,68367245528.07149
1141,Haryana,2020,1,Merchant payments,TOTAL,14327020,7075196609.224878
1142,Haryana,2020,1,Recharge & bill payments,TOTAL,11346112,6331682016.516322
1143,Haryana,2020,1,Financial Services,TOTAL,34488,25266730.1883267
1144,Haryana,2020,1,Others,TOTAL,600232,176823674.24305555
1145,Haryana,2020,2,Peer-to-peer payments,TOTAL,17334369,66645492690.67839
1146,Haryana,2020,2,Recharge & bill payments,TOTAL,12740328,6547618491.532405
1147,Haryana,2020,2,Merchant payments,TOTAL,11527654,7393393677.758501
1148,Haryana,2020,2,Financial Services,TOTAL,48759,49209527.29146181
1149,Haryana,2020,2,Others,TOTAL,129940,75550536.67993587
1150,Haryana,2020,3,Peer-to-peer payments,TOTAL,24123449,88796356487.11024
1151,Haryana,2020,3,Merchant payments,TOTAL,20845136,12141560866.982178
1152,Haryana,2020,3,Recharge & bill payments,TOTAL,12716319,8452802892.504496
1153,Haryana,2020,3,Financial Services,TOTAL,66457,80854296.9304013
1154,Haryana,2020,3,Others,TOTAL,186818,96375902.20346308
1155,Haryana,2020,4,Merchant payments,TOTAL,34063692,21382305452.06797
1156,Haryana,2020,4,Peer-to-peer payments,TOTAL,33920789,128613933346.85507
1157,Haryana,2020,4,Recharge & bill payments,TOTAL,14682896,9675471300.731653
1158,Haryana,2020,4,Financial Services,TOTAL,84881,103265693.75364488
1159,Haryana,2020,4,Others,TOTAL,419181,223528573.1334415
1160,Haryana,2021,1,Merchant payments,TOTAL,39363588,23389100227.155342
1161,Haryana,2021,1,Peer-to-peer payments,TOTAL,36764622,135970636784.61835
1162,Haryana,2021,1,Recharge & bill payments,TOTAL,13680353,9260346909.440674
1163,Haryana,2021,1,Financial Services,TOTAL,79784,99672809.99228218
1164,Haryana,2021,1,Others,TOTAL,364437,218544351.22172093
1165,Haryana,2021,2,Merchant payments,TOTAL,45335533,29119078263.957985
1166,Haryana,2021,2,Peer-to-peer payments,TOTAL,44086559,161073685336.6668
1167,Haryana,2021,2,Recharge & bill payments,TOTAL,15861047,9839496894.971409
1168,Haryana,2021,2,Financial Services,TOTAL,85821,97238136.09517692
1169,Haryana,2021,2,Others,TOTAL,311896,227855606.99266592
1170,Haryana,2021,3,Merchant payments,TOTAL,66885213,40190922826.60629
1171,Haryana,2021,3,Peer-to-peer payments,TOTAL,55929958,188548678300.5247
1172,Haryana,2021,3,Recharge & bill payments,TOTAL,17087955,11681457468.964512
1173,Haryana,2021,3,Financial Services,TOTAL,77496,116592181.46997279
1174,Haryana,2021,3,Others,TOTAL,479071,289441481.64370304
1175,Haryana,2021,4,Merchant payments,TOTAL,84993587,56325102920.50671
1176,Haryana,2021,4,Peer-to-peer payments,TOTAL,66548306,238638993818.09595
1177,Haryana,2021,4,Recharge & bill payments,TOTAL,17632752,13817258646.066364
1178,Haryana,2021,4,Financial Services,TOTAL,105050,151421306.61683068
1179,Haryana,2021,4,Others,TOTAL,407280,307822609.17479354
1180,Haryana,2022,1,Merchant payments,TOTAL,98346418,62565728158.2885
1181,Haryana,2022,1,Peer-to-peer payments,TOTAL,74499889,263547240999.68338
1182,Haryana,2022,1,Recharge & bill payments,TOTAL,18494827,14765350795.965681
1183,Haryana,2022,1,Financial Services,TOTAL,107240,146586164.62792295
1184,Haryana,2022,1,Others,TOTAL,540235,279136534.21161634
1185,Haryana,2022,2,Merchant payments,TOTAL,130033573,76926347115.76375
1186,Haryana,2022,2,Peer-to-peer payments,TOTAL,84219451,300504797205.2718
1187,Haryana,2022,2,Recharge & bill payments,TOTAL,20011709,17457331653.445232
1188,Haryana,2022,2,Financial Services,TOTAL,89805,120610061.5284536
1189,Haryana,2022,2,Others,TOTAL,345424,224949213.49711913
1190,Haryana,2022,3,Merchant payments,TOTAL,151278013,87063736519.87311
1191,Haryana,2022,3,Peer-to-peer payments,TOTAL,95071203,319374569105.9015
1192,Haryana,2022,3,Recharge & bill payments,TOTAL,22592966,21247984018.682095
1193,Haryana,2022,3,Financial Services,TOTAL,111032,144937203.2864578
1194,Haryana,2022,3,Others,TOTAL,308596,223267730.28330007
1195,Haryana,2022,4,Merchant payments,TOTAL,169685872,102918159834.12416
1196,Haryana,2022,4,Peer-to-peer payments,TOTAL,102993798,364514204185.1917
1197,Haryana,2022,4,Recharge & bill payments,TOTAL,23545059,22666085169.84729
1198,Haryana,2022,4,Financial Services,TOTAL,118488,152488074.9943577
1199,Haryana,2022,4,Others,TOTAL,305148,239722615.94605047
1200,Himachal Pradesh,2018,1,Recharge & bill payments,TOTAL,284371,49871175.82607427
1201,Himachal Pradesh,2018,1,Peer-to-peer payments,TOTAL,154572,546222027.4835303
1202,Himachal Pradesh,2018,1,Merchant payments,TOTAL,13241,13851230.83495245
1203,Himachal Pradesh,2018,1,Financial Services,TOTAL,8955,2040522.724771278
1204,Himachal Pradesh,2018,1,Others,TOTAL,20779,16752849.503009535
1205,Himachal Pradesh,2018,2,Recharge & bill payments,TOTAL,385642,83714322.414042
1206,Himachal Pradesh,2018,2,Peer-to-peer payments,TOTAL,243436,1043702964.1513071
1207,Himachal Pradesh,2018,2,Merchant payments,TOTAL,27851,31961300.882765952
1208,Himachal Pradesh,2018,2,Financial Services,TOTAL,11330,4108919.3075577794
1209,Himachal Pradesh,2018,2,Others,TOTAL,19436,19681794.59544668
1210,Himachal Pradesh,2018,3,Recharge & bill payments,TOTAL,457449,108456077.51862916
1211,Himachal Pradesh,2018,3,Peer-to-peer payments,TOTAL,362755,1596570994.985427
1212,Himachal Pradesh,2018,3,Merchant payments,TOTAL,40675,31168155.22193054
1213,Himachal Pradesh,2018,3,Financial Services,TOTAL,8182,1552275.0537747287
1214,Himachal Pradesh,2018,3,Others,TOTAL,17693,16293930.078267336
1215,Himachal Pradesh,2018,4,Recharge & bill payments,TOTAL,598325,143031082.4432017
1216,Himachal Pradesh,2018,4,Peer-to-peer payments,TOTAL,590518,2367228879.4462624
1217,Himachal Pradesh,2018,4,Merchant payments,TOTAL,86963,87575811.80014335
1218,Himachal Pradesh,2018,4,Financial Services,TOTAL,11834,2283052.790977265
1219,Himachal Pradesh,2018,4,Others,TOTAL,20243,21180141.658664487
1220,Himachal Pradesh,2019,1,Peer-to-peer payments,TOTAL,1178280,3066233587.9236507
1221,Himachal Pradesh,2019,1,Recharge & bill payments,TOTAL,844570,209521987.03977025
1222,Himachal Pradesh,2019,1,Merchant payments,TOTAL,115553,86624660.3112043
1223,Himachal Pradesh,2019,1,Financial Services,TOTAL,9585,1424229.9989233727
1224,Himachal Pradesh,2019,1,Others,TOTAL,20730,17676977.717503674
1225,Himachal Pradesh,2019,2,Peer-to-peer payments,TOTAL,1141873,4428007670.958708
1226,Himachal Pradesh,2019,2,Recharge & bill payments,TOTAL,1076793,279864579.97562265
1227,Himachal Pradesh,2019,2,Merchant payments,TOTAL,248517,141088575.8726466
1228,Himachal Pradesh,2019,2,Financial Services,TOTAL,5013,1453651.5352588107
1229,Himachal Pradesh,2019,2,Others,TOTAL,30110,25469495.268363245
1230,Himachal Pradesh,2019,3,Recharge & bill payments,TOTAL,1212659,327570066.9967147
1231,Himachal Pradesh,2019,3,Peer-to-peer payments,TOTAL,1181680,5039276845.295213
1232,Himachal Pradesh,2019,3,Merchant payments,TOTAL,312575,182746198.16430056
1233,Himachal Pradesh,2019,3,Financial Services,TOTAL,3096,1775673.9713265826
1234,Himachal Pradesh,2019,3,Others,TOTAL,25170,20649996.69578039
1235,Himachal Pradesh,2019,4,Peer-to-peer payments,TOTAL,1579582,6533855301.069828
1236,Himachal Pradesh,2019,4,Recharge & bill payments,TOTAL,1442940,402619114.99428564
1237,Himachal Pradesh,2019,4,Merchant payments,TOTAL,467309,314965060.6352696
1238,Himachal Pradesh,2019,4,Financial Services,TOTAL,4576,1769641.9665086274
1239,Himachal Pradesh,2019,4,Others,TOTAL,22239,17954418.582290154
1240,Himachal Pradesh,2020,1,Recharge & bill payments,TOTAL,1815157,542356756.9678606
1241,Himachal Pradesh,2020,1,Peer-to-peer payments,TOTAL,1594806,6431826925.118802
1242,Himachal Pradesh,2020,1,Merchant payments,TOTAL,711018,427497010.10439825
1243,Himachal Pradesh,2020,1,Financial Services,TOTAL,4711,3172303.6900622216
1244,Himachal Pradesh,2020,1,Others,TOTAL,18788,14613755.241563875
1245,Himachal Pradesh,2020,2,Recharge & bill payments,TOTAL,2558935,802231470.1628922
1246,Himachal Pradesh,2020,2,Peer-to-peer payments,TOTAL,1544488,6738488218.640328
1247,Himachal Pradesh,2020,2,Merchant payments,TOTAL,570031,479165630.6102103
1248,Himachal Pradesh,2020,2,Financial Services,TOTAL,7634,7359757.737539303
1249,Himachal Pradesh,2020,2,Others,TOTAL,14642,9659685.392965626
1250,Himachal Pradesh,2020,3,Recharge & bill payments,TOTAL,2416395,834567922.2742614
1251,Himachal Pradesh,2020,3,Peer-to-peer payments,TOTAL,1954492,8806586536.659174
1252,Himachal Pradesh,2020,3,Merchant payments,TOTAL,1090445,851539467.337558
1253,Himachal Pradesh,2020,3,Financial Services,TOTAL,9543,11391079.288736572
1254,Himachal Pradesh,2020,3,Others,TOTAL,19001,11969008.527252048
1255,Himachal Pradesh,2020,4,Recharge & bill payments,TOTAL,2638030,936305777.7250878
1256,Himachal Pradesh,2020,4,Peer-to-peer payments,TOTAL,2594659,11426268857.229637
1257,Himachal Pradesh,2020,4,Merchant payments,TOTAL,2001259,1589433440.2684097
1258,Himachal Pradesh,2020,4,Financial Services,TOTAL,11353,15534252.217986543
1259,Himachal Pradesh,2020,4,Others,TOTAL,27027,21510781.37178286
1260,Himachal Pradesh,2021,1,Peer-to-peer payments,TOTAL,2845733,11358078843.572702
1261,Himachal Pradesh,2021,1,Recharge & bill payments,TOTAL,2547359,948929031.6443391
1262,Himachal Pradesh,2021,1,Merchant payments,TOTAL,2186946,1778219850.8347864
1263,Himachal Pradesh,2021,1,Financial Services,TOTAL,12561,16554205.504427344
1264,Himachal Pradesh,2021,1,Others,TOTAL,21430,18764977.931273177
1265,Himachal Pradesh,2021,2,Peer-to-peer payments,TOTAL,3340531,13035543546.66397
1266,Himachal Pradesh,2021,2,Recharge & bill payments,TOTAL,3216602,1045789841.916208
1267,Himachal Pradesh,2021,2,Merchant payments,TOTAL,2883209,2378084375.199477
1268,Himachal Pradesh,2021,2,Financial Services,TOTAL,14642,16428390.62373627
1269,Himachal Pradesh,2021,2,Others,TOTAL,28918,19788385.405835297
1270,Himachal Pradesh,2021,3,Peer-to-peer payments,TOTAL,4455153,16560383923.204865
1271,Himachal Pradesh,2021,3,Merchant payments,TOTAL,4198808,3524434949.634083
1272,Himachal Pradesh,2021,3,Recharge & bill payments,TOTAL,3359406,1178802736.5280356
1273,Himachal Pradesh,2021,3,Financial Services,TOTAL,14497,22805774.600357123
1274,Himachal Pradesh,2021,3,Others,TOTAL,36303,23834687.160697926
1275,Himachal Pradesh,2021,4,Merchant payments,TOTAL,6062931,5228613146.743451
1276,Himachal Pradesh,2021,4,Peer-to-peer payments,TOTAL,5323397,19568394324.584805
1277,Himachal Pradesh,2021,4,Recharge & bill payments,TOTAL,3211367,1278824361.837138
1278,Himachal Pradesh,2021,4,Financial Services,TOTAL,18198,24809740.714031782
1279,Himachal Pradesh,2021,4,Others,TOTAL,50971,35578926.74639452
1280,Himachal Pradesh,2022,1,Merchant payments,TOTAL,7030946,5558905677.966259
1281,Himachal Pradesh,2022,1,Peer-to-peer payments,TOTAL,5718936,19473276901.331963
1282,Himachal Pradesh,2022,1,Recharge & bill payments,TOTAL,3271665,1429960686.7669475
1283,Himachal Pradesh,2022,1,Financial Services,TOTAL,19314,24442138.15399971
1284,Himachal Pradesh,2022,1,Others,TOTAL,47319,31862035.713640407
1285,Himachal Pradesh,2022,2,Merchant payments,TOTAL,10591420,7697399368.089639
