,State,Year,Quarter,District,Transaction_count,Transaction_amount,Transaction_Type
341,Arunanchal Pradesh,2020,1,west kameng,75363,198712422.2374845,TOTAL
342,Arunanchal Pradesh,2020,1,changlang,43858,93461363.58699805,TOTAL
343,Arunanchal Pradesh,2020,1,lohit,36985,83701268.27182505,TOTAL
344,Arunanchal Pradesh,2020,1,east siang,33743,82011539.42531273,TOTAL
345,Arunanchal Pradesh,2020,1,tawang,31865,84425193.41571434,TOTAL
346,Arunanchal Pradesh,2020,1,namsai,23112,46444942.9567038,TOTAL
347,Arunanchal Pradesh,2020,1,west siang,19728,47929440.73153875,TOTAL
348,Arunanchal Pradesh,2020,1,tirap,18369,40877851.79372531,TOTAL
349,Arunanchal Pradesh,2020,1,lower subansiri,15770,34273250.7179902,TOTAL
350,Arunanchal Pradesh,2020,2,papum pare,221728,535085907.3404856,TOTAL
351,Arunanchal Pradesh,2020,2,west kameng,95421,251395972.22505814,TOTAL
352,Arunanchal Pradesh,2020,2,changlang,69279,128572447.99797386,TOTAL
353,Arunanchal Pradesh,2020,2,lohit,56541,114730675.47714494,TOTAL
354,Arunanchal Pradesh,2020,2,east siang,55680,112693868.80998959,TOTAL
355,Arunanchal Pradesh,2020,2,tawang,44499,121561732.24171817,TOTAL
356,Arunanchal Pradesh,2020,2,namsai,34972,54870798.314045325,TOTAL
357,Arunanchal Pradesh,2020,2,west siang,32777,72790231.05472675,TOTAL
358,Arunanchal Pradesh,2020,2,tirap,28830,63497030.840810165,TOTAL
359,Arunanchal Pradesh,2020,2,lower dibang valley,26234,42360072.52689613,TOTAL
360,Arunanchal Pradesh,2020,3,papum pare,298350,859373863.7202578,TOTAL
361,Arunanchal Pradesh,2020,3,west kameng,111029,332812237.8096209,TOTAL
362,Arunanchal Pradesh,2020,3,changlang,73842,159158438.92541084,TOTAL
363,Arunanchal Pradesh,2020,3,east siang,69710,176323789.94437826,TOTAL
364,Arunanchal Pradesh,2020,3,lohit,65889,156523653.1864311,TOTAL
365,Arunanchal Pradesh,2020,3,tawang,56016,182137862.72423625,TOTAL
366,Arunanchal Pradesh,2020,3,namsai,37019,76484566.53480485,TOTAL
367,Arunanchal Pradesh,2020,3,west siang,34295,92449732.96070345,TOTAL
368,Arunanchal Pradesh,2020,3,tirap,30046,81539831.5295825,TOTAL
369,Arunanchal Pradesh,2020,3,lower dibang valley,27655,63469161.328603886,TOTAL
370,Arunanchal Pradesh,2020,4,papum pare,390528,1205917753.7046227,TOTAL
371,Arunanchal Pradesh,2020,4,west kameng,129575,390436113.7366378,TOTAL
372,Arunanchal Pradesh,2020,4,east siang,88632,250515095.18896666,TOTAL
373,Arunanchal Pradesh,2020,4,changlang,84852,204367875.07299304,TOTAL
374,Arunanchal Pradesh,2020,4,lohit,80530,196997836.79933694,TOTAL
375,Arunanchal Pradesh,2020,4,tawang,67262,240482254.58453605,TOTAL
376,Arunanchal Pradesh,2020,4,namsai,46762,111916731.51687588,TOTAL
377,Arunanchal Pradesh,2020,4,west siang,45207,125118193.04939622,TOTAL
378,Arunanchal Pradesh,2020,4,tirap,36124,104709589.66019581,TOTAL
379,Arunanchal Pradesh,2020,4,lower dibang valley,33455,81929299.56817816,TOTAL
380,Arunanchal Pradesh,2021,1,papum pare,419891,1388723426.7156572,TOTAL
381,Arunanchal Pradesh,2021,1,west kameng,120906,384735272.8434415,TOTAL
382,Arunanchal Pradesh,2021,1,east siang,82357,253988360.79783517,TOTAL
383,Arunanchal Pradesh,2021,1,changlang,78849,220167765.51868472,TOTAL
384,Arunanchal Pradesh,2021,1,lohit,72380,198534806.934188,TOTAL
385,Arunanchal Pradesh,2021,1,tawang,54137,207859088.41115898,TOTAL
386,Arunanchal Pradesh,2021,1,namsai,45753,116637630.67690113,TOTAL
387,Arunanchal Pradesh,2021,1,west siang,42575,138700637.29161483,TOTAL
388,Arunanchal Pradesh,2021,1,lower dibang valley,32427,90709108.52350858,TOTAL
389,Arunanchal Pradesh,2021,1,tirap,32043,110593517.14623192,TOTAL
390,Arunanchal Pradesh,2021,2,papum pare,552953,1501062555.477559,TOTAL
391,Arunanchal Pradesh,2021,2,west kameng,164866,482626617.8657546,TOTAL
392,Arunanchal Pradesh,2021,2,east siang,106787,286839106.4541313,TOTAL
393,Arunanchal Pradesh,2021,2,changlang,105461,264031910.3489421,TOTAL
394,Arunanchal Pradesh,2021,2,lohit,99686,230495504.24757013,TOTAL
395,Arunanchal Pradesh,2021,2,tawang,70061,251025037.95363933,TOTAL
396,Arunanchal Pradesh,2021,2,namsai,64781,147069902.3522784,TOTAL
397,Arunanchal Pradesh,2021,2,west siang,59341,180700138.79997098,TOTAL
398,Arunanchal Pradesh,2021,2,tirap,46320,144548683.3225929,TOTAL
399,Arunanchal Pradesh,2021,2,lower dibang valley,42091,105552358.12192997,TOTAL
400,Arunanchal Pradesh,2021,3,papum pare,710098,1995999756.3372893,TOTAL
401,Arunanchal Pradesh,2021,3,west kameng,209165,658232385.7409549,TOTAL
402,Arunanchal Pradesh,2021,3,east siang,128957,368061706.2429154,TOTAL
403,Arunanchal Pradesh,2021,3,changlang,120126,319705502.42197955,TOTAL
404,Arunanchal Pradesh,2021,3,lohit,117879,275160751.4034922,TOTAL
405,Arunanchal Pradesh,2021,3,tawang,89052,365404078.3528414,TOTAL
406,Arunanchal Pradesh,2021,3,namsai,79292,177380632.18278247,TOTAL
407,Arunanchal Pradesh,2021,3,west siang,65763,217065611.3332364,TOTAL
408,Arunanchal Pradesh,2021,3,lower dibang valley,50270,133788746.95473914,TOTAL
409,Arunanchal Pradesh,2021,3,tirap,47118,143620525.85725695,TOTAL
410,Arunanchal Pradesh,2021,4,papum pare,919925,2435796597.1781564,TOTAL
411,Arunanchal Pradesh,2021,4,west kameng,247346,765859269.2953706,TOTAL
412,Arunanchal Pradesh,2021,4,east siang,169617,450185173.037876,TOTAL
413,Arunanchal Pradesh,2021,4,changlang,147432,403255246.4023236,TOTAL
414,Arunanchal Pradesh,2021,4,lohit,142772,328942905.2553121,TOTAL
415,Arunanchal Pradesh,2021,4,namsai,105194,220513367.66283622,TOTAL
416,Arunanchal Pradesh,2021,4,tawang,99575,412396002.3197621,TOTAL
417,Arunanchal Pradesh,2021,4,west siang,79050,267978346.9418527,TOTAL
418,Arunanchal Pradesh,2021,4,lower dibang valley,65302,174980099.83925235,TOTAL
419,Arunanchal Pradesh,2021,4,lower subansiri,60146,199366119.13556093,TOTAL
420,Arunanchal Pradesh,2022,1,papum pare,1163726,2909248438.629796,TOTAL
421,Arunanchal Pradesh,2022,1,west kameng,240672,705607894.004217,TOTAL
422,Arunanchal Pradesh,2022,1,east siang,201945,501600929.04419017,TOTAL
423,Arunanchal Pradesh,2022,1,changlang,171494,490549428.7793704,TOTAL
424,Arunanchal Pradesh,2022,1,lohit,169954,393361044.4830233,TOTAL
425,Arunanchal Pradesh,2022,1,namsai,117173,256004887.5750422,TOTAL
426,Arunanchal Pradesh,2022,1,west siang,92331,315562272.5888671,TOTAL
427,Arunanchal Pradesh,2022,1,tawang,86721,346661566.51465106,TOTAL
428,Arunanchal Pradesh,2022,1,lower dibang valley,83531,235243185.52128848,TOTAL
429,Arunanchal Pradesh,2022,1,lower subansiri,73100,239825149.91154164,TOTAL
430,Arunanchal Pradesh,2022,2,papum pare,1444757,3269917296.5595775,TOTAL
431,Arunanchal Pradesh,2022,2,west kameng,327925,893486447.5566866,TOTAL
432,Arunanchal Pradesh,2022,2,east siang,261162,604825118.1911323,TOTAL
433,Arunanchal Pradesh,2022,2,lohit,226199,502322813.6384013,TOTAL
434,Arunanchal Pradesh,2022,2,changlang,203732,513287861.1029648,TOTAL
435,Arunanchal Pradesh,2022,2,namsai,152652,293920909.24794424,TOTAL
436,Arunanchal Pradesh,2022,2,tawang,132824,494351396.8226246,TOTAL
437,Arunanchal Pradesh,2022,2,west siang,121772,375530981.6496287,TOTAL
438,Arunanchal Pradesh,2022,2,lower dibang valley,104498,271945446.39483917,TOTAL
439,Arunanchal Pradesh,2022,2,lower subansiri,94109,287993729.77118087,TOTAL
440,Arunanchal Pradesh,2022,3,papum pare,1651143,3211809407.131925,TOTAL
441,Arunanchal Pradesh,2022,3,west kameng,371632,945171308.1838297,TOTAL
442,Arunanchal Pradesh,2022,3,east siang,286766,594752976.4068052,TOTAL
443,Arunanchal Pradesh,2022,3,lohit,236792,461745616.9201143,TOTAL
444,Arunanchal Pradesh,2022,3,changlang,216609,492535245.05507845,TOTAL
445,Arunanchal Pradesh,2022,3,namsai,151676,277199997.0357646,TOTAL
446,Arunanchal Pradesh,2022,3,tawang,138313,514855579.72383255,TOTAL
447,Arunanchal Pradesh,2022,3,west siang,136332,395192937.9954808,TOTAL
448,Arunanchal Pradesh,2022,3,lower dibang valley,112848,273001216.6677967,TOTAL
449,Arunanchal Pradesh,2022,3,lower subansiri,109261,285712248.1429684,TOTAL
450,Arunanchal Pradesh,2022,4,papum pare,1917365,3401999228.93926,TOTAL
451,Arunanchal Pradesh,2022,4,west kameng,421418,954522716.7333798,TOTAL
452,Arunanchal Pradesh,2022,4,east siang,327737,623525449.463265,TOTAL
453,Arunanchal Pradesh,2022,4,lohit,276551,503661703.8315097,TOTAL
454,Arunanchal Pradesh,2022,4,changlang,254818,572195646.772961,TOTAL
455,Arunanchal Pradesh,2022,4,namsai,188919,307955075.5201911,TOTAL
456,Arunanchal Pradesh,2022,4,west siang,176377,449302139.4960692,TOTAL
457,Arunanchal Pradesh,2022,4,tawang,155419,518332824.89263654,TOTAL
458,Arunanchal Pradesh,2022,4,lower subansiri,143172,339443886.23657525,TOTAL
459,Arunanchal Pradesh,2022,4,lower dibang valley,137218,308329533.63406837,TOTAL
460,Assam,2018,1,kamrup metropolitan,194617,284766218.98487484,TOTAL
461,Assam,2018,1,marigaon,79832,105067294.49868405,TOTAL
462,Assam,2018,1,barpeta,67801,56352302.37753609,TOTAL
463,Assam,2018,1,nagaon,66695,56352631.291476294,TOTAL
464,Assam,2018,1,cachar,56481,57250290.53047233,TOTAL
465,Assam,2018,1,sonitpur,51976,73005566.24909952,TOTAL
466,Assam,2018,1,kamrup,47859,41868129.255927615,TOTAL
467,Assam,2018,1,dibrugarh,44792,53258765.86975427,TOTAL
468,Assam,2018,1,tinsukia,41237,45886201.02896822,TOTAL
469,Assam,2018,1,jorhat,33322,41164542.05596451,TOTAL
470,Assam,2018,2,kamrup metropolitan,320417,548619364.2308466,TOTAL
471,Assam,2018,2,marigaon,109223,204057284.21875843,TOTAL
472,Assam,2018,2,nagaon,105834,129818644.91478491,TOTAL
473,Assam,2018,2,barpeta,102217,117541108.74699076,TOTAL
474,Assam,2018,2,cachar,83921,105147622.61224496,TOTAL
475,Assam,2018,2,sonitpur,82799,151230715.30607644,TOTAL
476,Assam,2018,2,kamrup,74537,83338163.66068907,TOTAL
477,Assam,2018,2,dibrugarh,70642,110954951.68517756,TOTAL
478,Assam,2018,2,tinsukia,66715,102921465.63822293,TOTAL
479,Assam,2018,2,jorhat,53341,70634515.73039348,TOTAL
480,Assam,2018,3,kamrup metropolitan,476050,884121118.8280818,TOTAL
481,Assam,2018,3,barpeta,145945,230125281.8407083,TOTAL
482,Assam,2018,3,nagaon,142195,208584967.9650631,TOTAL
483,Assam,2018,3,cachar,123735,189612378.33199263,TOTAL
484,Assam,2018,3,sonitpur,116196,252135800.71617544,TOTAL
485,Assam,2018,3,kamrup,112726,148929589.80060056,TOTAL
486,Assam,2018,3,marigaon,102867,189132040.91743046,TOTAL
487,Assam,2018,3,dibrugarh,98822,173048841.5837646,TOTAL
488,Assam,2018,3,tinsukia,90928,155121755.76365337,TOTAL
489,Assam,2018,3,jorhat,79724,118008412.28630178,TOTAL
490,Assam,2018,4,kamrup metropolitan,686010,1345451492.4344451,TOTAL
491,Assam,2018,4,nagaon,435103,317973029.4737475,TOTAL
492,Assam,2018,4,barpeta,225449,354675455.9326413,TOTAL
493,Assam,2018,4,marigaon,193075,207853575.09985885,TOTAL
494,Assam,2018,4,cachar,187360,272342253.1327299,TOTAL
495,Assam,2018,4,sonitpur,165399,358549931.5785284,TOTAL
496,Assam,2018,4,kamrup,162592,236088241.49952987,TOTAL
497,Assam,2018,4,dibrugarh,144931,264346941.49220377,TOTAL
498,Assam,2018,4,tinsukia,127171,253718923.0695014,TOTAL
499,Assam,2018,4,dhubri,120810,181651044.89215764,TOTAL
500,Assam,2019,1,kamrup metropolitan,1306775,2605380335.9221573,TOTAL
501,Assam,2019,1,nagaon,265767,382986937.00269973,TOTAL
502,Assam,2019,1,barpeta,262834,416977891.5222329,TOTAL
503,Assam,2019,1,cachar,206705,335675210.4339503,TOTAL
504,Assam,2019,1,kamrup,205094,325387078.1294668,TOTAL
505,Assam,2019,1,sonitpur,197716,409811805.4621542,TOTAL
506,Assam,2019,1,dibrugarh,180303,308520050.14443624,TOTAL
507,Assam,2019,1,marigaon,162645,225891536.78995085,TOTAL
508,Assam,2019,1,tinsukia,147896,296016100.5028683,TOTAL
509,Assam,2019,1,dhubri,129363,168832530.51137578,TOTAL
510,Assam,2019,2,kamrup metropolitan,2488968,5089657876.792284,TOTAL
511,Assam,2019,2,nagaon,231423,422774561.3600137,TOTAL
512,Assam,2019,2,barpeta,228864,466786096.3962827,TOTAL
513,Assam,2019,2,sonitpur,192707,444337498.7727274,TOTAL
514,Assam,2019,2,cachar,177976,335126276.2091832,TOTAL
515,Assam,2019,2,kamrup,176995,334724712.0725308,TOTAL
516,Assam,2019,2,dibrugarh,169357,356524668.62132466,TOTAL
517,Assam,2019,2,tinsukia,148294,323303192.86631006,TOTAL
518,Assam,2019,2,marigaon,130459,235342996.58975655,TOTAL
519,Assam,2019,2,jorhat,129744,231878110.7193352,TOTAL
520,Assam,2019,3,kamrup metropolitan,2188998,6080999088.202992,TOTAL
521,Assam,2019,3,barpeta,262253,505242250.25981045,TOTAL
522,Assam,2019,3,nagaon,258566,491551326.21533215,TOTAL
523,Assam,2019,3,sonitpur,257623,533288953.0348954,TOTAL
524,Assam,2019,3,cachar,242781,426502976.7731471,TOTAL
525,Assam,2019,3,dibrugarh,230118,425077484.1305032,TOTAL
526,Assam,2019,3,kamrup,222439,383883901.2477784,TOTAL
527,Assam,2019,3,tinsukia,196245,357008533.5524102,TOTAL
528,Assam,2019,3,jorhat,167468,274329134.3924885,TOTAL
529,Assam,2019,3,golaghat,121795,194779142.64060068,TOTAL
530,Assam,2019,4,kamrup metropolitan,2510384,7206165641.817837,TOTAL
531,Assam,2019,4,sonitpur,298139,613461613.2726699,TOTAL
532,Assam,2019,4,barpeta,295624,613479659.5323288,TOTAL
533,Assam,2019,4,nagaon,287586,546184547.4478518,TOTAL
534,Assam,2019,4,cachar,273506,482197783.15532976,TOTAL
535,Assam,2019,4,dibrugarh,255885,470389915.7975105,TOTAL
536,Assam,2019,4,kamrup,249708,461559258.766533,TOTAL
537,Assam,2019,4,tinsukia,224113,423685126.94560075,TOTAL
538,Assam,2019,4,jorhat,185402,307700398.0221567,TOTAL
539,Assam,2019,4,goalpara,139662,282003507.8056698,TOTAL
540,Assam,2020,1,kamrup metropolitan,3338601,10080547554.265474,TOTAL
541,Assam,2020,1,sonitpur,383179,755509094.6113625,TOTAL
542,Assam,2020,1,cachar,375774,659702346.1886156,TOTAL
543,Assam,2020,1,barpeta,367963,833078665.8149495,TOTAL
544,Assam,2020,1,nagaon,360749,736229612.8989755,TOTAL
545,Assam,2020,1,kamrup,322830,605538834.8588183,TOTAL
546,Assam,2020,1,dibrugarh,317878,585327059.678019,TOTAL
547,Assam,2020,1,tinsukia,286640,541758826.9845176,TOTAL
548,Assam,2020,1,jorhat,232108,371072710.739732,TOTAL
549,Assam,2020,1,golaghat,179380,301335497.7930421,TOTAL
550,Assam,2020,2,kamrup metropolitan,2543890,7190215278.036329,TOTAL
551,Assam,2020,2,nagaon,521404,889592664.4056509,TOTAL
552,Assam,2020,2,barpeta,519590,967512954.9444927,TOTAL
553,Assam,2020,2,sonitpur,510820,899403354.2732959,TOTAL
554,Assam,2020,2,kamrup,461735,696378364.1282136,TOTAL
555,Assam,2020,2,cachar,448258,671325302.7518412,TOTAL
556,Assam,2020,2,dibrugarh,447580,678491572.8304845,TOTAL
557,Assam,2020,2,tinsukia,420620,618021383.1902584,TOTAL
558,Assam,2020,2,jorhat,306847,406689798.0164192,TOTAL
559,Assam,2020,2,golaghat,290221,381486790.0123421,TOTAL
560,Assam,2020,3,kamrup metropolitan,4268591,13346088870.114109,TOTAL
561,Assam,2020,3,barpeta,553783,1306355860.1566281,TOTAL
562,Assam,2020,3,sonitpur,540972,1164586118.8388221,TOTAL
563,Assam,2020,3,nagaon,535675,1153926434.0592713,TOTAL
564,Assam,2020,3,dibrugarh,526945,1106487215.771987,TOTAL
565,Assam,2020,3,cachar,487493,920279966.2377983,TOTAL
566,Assam,2020,3,kamrup,445726,878646586.9277798,TOTAL
567,Assam,2020,3,tinsukia,442335,839411510.8503457,TOTAL
568,Assam,2020,3,jorhat,315288,542788284.757088,TOTAL
569,Assam,2020,3,golaghat,278714,484885427.8581189,TOTAL
570,Assam,2020,4,kamrup metropolitan,5300547,16105922899.456022,TOTAL
571,Assam,2020,4,barpeta,724763,2053361856.4779525,TOTAL
572,Assam,2020,4,sonitpur,676306,1560923095.7659311,TOTAL
573,Assam,2020,4,nagaon,667880,1665021995.8192074,TOTAL
574,Assam,2020,4,dibrugarh,631601,1479167066.80543,TOTAL
575,Assam,2020,4,cachar,623731,1434767202.3488228,TOTAL
576,Assam,2020,4,kamrup,557203,1271039293.2521,TOTAL
577,Assam,2020,4,tinsukia,543941,1209737013.9697673,TOTAL
578,Assam,2020,4,jorhat,400452,815676507.4744498,TOTAL
579,Assam,2020,4,goalpara,381733,1018165139.8396726,TOTAL
580,Assam,2021,1,kamrup metropolitan,9400818,24003716533.697937,TOTAL
581,Assam,2021,1,barpeta,768249,2378951523.3799787,TOTAL
582,Assam,2021,1,dibrugarh,680608,1710571109.9822497,TOTAL
583,Assam,2021,1,nagaon,675634,2019926209.3789358,TOTAL
584,Assam,2021,1,sonitpur,669242,1689369790.4289408,TOTAL
585,Assam,2021,1,cachar,614703,1577581912.6812966,TOTAL
586,Assam,2021,1,kamrup,557802,1450662971.6951797,TOTAL
587,Assam,2021,1,tinsukia,480161,1160430411.7091095,TOTAL
588,Assam,2021,1,goalpara,400249,1203600745.3463283,TOTAL
589,Assam,2021,1,jorhat,388882,856404785.4295709,TOTAL
590,Assam,2021,2,kamrup metropolitan,12113618,26948905679.32876,TOTAL
591,Assam,2021,2,barpeta,1094358,2927546915.4449625,TOTAL
592,Assam,2021,2,nagaon,928187,2446953429.3994994,TOTAL
593,Assam,2021,2,dibrugarh,870918,1976153977.7728927,TOTAL
594,Assam,2021,2,sonitpur,848080,1929013770.5926275,TOTAL
595,Assam,2021,2,cachar,743120,1680050955.980187,TOTAL
596,Assam,2021,2,kamrup,737877,1686926641.03952,TOTAL
597,Assam,2021,2,tinsukia,606143,1318534292.5264628,TOTAL
598,Assam,2021,2,goalpara,544911,1475602701.2507868,TOTAL
599,Assam,2021,2,dhubri,528440,1316708576.7981753,TOTAL
600,Assam,2021,3,kamrup metropolitan,16840668,36123082534.66112,TOTAL
601,Assam,2021,3,barpeta,1436928,3522432994.68204,TOTAL
602,Assam,2021,3,nagaon,1156024,2903215135.784228,TOTAL
603,Assam,2021,3,dibrugarh,1116075,2517711536.27678,TOTAL
604,Assam,2021,3,sonitpur,1030160,2385666128.443201,TOTAL
605,Assam,2021,3,cachar,998685,2285248942.8809485,TOTAL
606,Assam,2021,3,kamrup,957373,2112276358.4188256,TOTAL
607,Assam,2021,3,tinsukia,726497,1620117007.2069793,TOTAL
608,Assam,2021,3,dhubri,668723,1682447560.536893,TOTAL
609,Assam,2021,3,goalpara,650085,1747257315.9936595,TOTAL
610,Assam,2021,4,kamrup metropolitan,22903930,48177919267.36949,TOTAL
611,Assam,2021,4,barpeta,2145496,5341626359.643989,TOTAL
612,Assam,2021,4,nagaon,1599255,4181552742.898878,TOTAL
613,Assam,2021,4,dibrugarh,1489321,3247229901.0804715,TOTAL
614,Assam,2021,4,sonitpur,1437714,3119948215.769208,TOTAL
615,Assam,2021,4,cachar,1424029,3288405319.030481,TOTAL
616,Assam,2021,4,kamrup,1326629,2906827875.9780307,TOTAL
617,Assam,2021,4,dhubri,947815,2452971274.528925,TOTAL
618,Assam,2021,4,tinsukia,924326,2099664801.0310597,TOTAL
619,Assam,2021,4,goalpara,920783,2590433257.901761,TOTAL
620,Assam,2022,1,kamrup metropolitan,28908435,60093746992.89225,TOTAL
621,Assam,2022,1,barpeta,2846523,7413611760.549713,TOTAL
622,Assam,2022,1,nagaon,2049272,5405490459.948577,TOTAL
623,Assam,2022,1,cachar,1869862,4225305321.2857337,TOTAL
624,Assam,2022,1,dibrugarh,1830668,3721424814.9586687,TOTAL
625,Assam,2022,1,sonitpur,1805856,3651941482.2987123,TOTAL
626,Assam,2022,1,kamrup,1708845,3838019247.423967,TOTAL
627,Assam,2022,1,goalpara,1299073,3720380319.732236,TOTAL
628,Assam,2022,1,dhubri,1247298,3380205337.1301537,TOTAL
629,Assam,2022,1,darrang,1205741,2732173374.6894684,TOTAL
630,Assam,2022,2,kamrup metropolitan,37896005,70515346667.22394,TOTAL
631,Assam,2022,2,barpeta,3782074,8597920826.98738,TOTAL
632,Assam,2022,2,nagaon,2624899,6401629329.647786,TOTAL
633,Assam,2022,2,dibrugarh,2372318,4426557091.530311,TOTAL
634,Assam,2022,2,sonitpur,2331103,4228702694.640686,TOTAL
635,Assam,2022,2,cachar,2208886,4390976386.361718,TOTAL
636,Assam,2022,2,kamrup,2122755,4247651138.5524573,TOTAL
637,Assam,2022,2,darrang,1764727,3227701241.9922867,TOTAL
638,Assam,2022,2,dhubri,1748061,4095843491.5119724,TOTAL
639,Assam,2022,2,goalpara,1660385,4241626695.28664,TOTAL
640,Assam,2022,3,kamrup metropolitan,39606017,69410860235.2296,TOTAL
641,Assam,2022,3,barpeta,4561028,9149960686.489628,TOTAL
642,Assam,2022,3,sonitpur,3096898,5410346627.41358,TOTAL
643,Assam,2022,3,nagaon,2968058,6558107158.010572,TOTAL
644,Assam,2022,3,cachar,2665315,5192449137.351445,TOTAL
645,Assam,2022,3,kamrup,2430234,4614592326.476387,TOTAL
646,Assam,2022,3,dibrugarh,2307181,3933628296.025187,TOTAL
647,Assam,2022,3,jorhat,2264530,3694675386.605816,TOTAL
648,Assam,2022,3,dhubri,2223747,4556385241.834757,TOTAL
649,Assam,2022,3,goalpara,2054687,4590076568.303604,TOTAL
650,Assam,2022,4,kamrup metropolitan,48873033,84183380553.41818,TOTAL
651,Assam,2022,4,barpeta,5914147,12025232756.80872,TOTAL
652,Assam,2022,4,sonitpur,3570910,5955878582.005959,TOTAL
653,Assam,2022,4,kamrup,3473735,6488564510.007879,TOTAL
654,Assam,2022,4,nagaon,3466436,7442294882.997084,TOTAL
655,Assam,2022,4,cachar,3169492,6146128032.607638,TOTAL
656,Assam,2022,4,dhubri,2801543,5696918774.408015,TOTAL
657,Assam,2022,4,dibrugarh,2781759,4540236249.409073,TOTAL
658,Assam,2022,4,goalpara,2471469,5401152298.290413,TOTAL
659,Assam,2022,4,bongaigaon,2301942,4663672960.523357,TOTAL
660,Bihar,2018,1,patna,1197281,1282492050.6392517,TOTAL
661,Bihar,2018,1,muzaffarpur,388401,394717112.5966706,TOTAL
662,Bihar,2018,1,purbi champaran,254643,264192918.45434487,TOTAL
663,Bihar,2018,1,gaya,231873,227470166.1468206,TOTAL
664,Bihar,2018,1,samastipur,222241,213634124.82589722,TOTAL
665,Bihar,2018,1,darbhanga,217364,224628301.62800157,TOTAL
